SK_ID_CURR,REGION_POPULATION_RELATIVE,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,REG_REGION_NOT_WORK_REGION,APARTMENTS_AVG,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG
145824,0.019101,2,0,0,,,
446074,0.025164,2,0,0,0.1031,0.9821,0.0
148004,0.028663,2,0,0,0.2485,0.9816,0.0
453463,0.018634,2,0,0,0.1485,0.9901,0.16
138010,0.00702,2,0,0,,,
304998,0.015221,2,0,0,0.0619,0.9861,
347943,0.00823,2,0,0,,,
132406,0.018209,3,0,0,,,
304653,0.018209,3,0,0,,,
275417,0.022625,2,0,0,,,
290973,0.020713,3,0,0,,,
137449,0.04622,1,0,1,,,
191382,0.0196889999999999,2,0,0,,,
359818,0.00712,2,0,0,,0.9717,
258039,0.026392,2,0,0,0.1753,0.9911,0.0
357561,0.028663,2,0,0,,,
116504,0.010006,1,0,0,0.033,0.9866,0.0
196186,0.04622,1,0,1,0.0845,0.9732,0.0
427298,0.011703,2,0,0,0.2052,0.9697,0.44
262668,0.010147,2,0,0,0.1897,0.9836,0.2
311745,0.025164,2,0,0,0.1335,0.9732,0.0
107658,0.030755,2,0,0,,,
221537,0.031329,2,1,0,,,
304685,0.020713,2,0,0,0.0825,0.9732,0.0
108265,0.025164,2,0,0,,,
355351,0.0196889999999999,2,0,0,0.1268,0.9851,
383766,0.0066709999999999,2,0,0,0.0082,0.9652,
441715,0.032561,1,0,0,0.2418,0.9781,0.34
405859,0.010006,2,0,0,,,
329992,0.025164,2,0,0,0.0392,0.9737,0.0
455981,0.006629,2,0,0,,,
383225,0.010276,2,0,0,,,
368988,0.01885,2,1,0,,,
195755,0.028663,2,0,0,,,
207340,0.035792,2,1,1,,,
109293,0.0196889999999999,2,0,0,,,
244872,0.072508,1,0,0,0.6206,0.9846,0.72
260444,0.026392,2,0,0,0.0124,0.9886,0.0
129159,0.030755,2,1,0,,,
122303,0.030755,2,0,0,,,
135634,0.032561,1,0,0,,,
332971,0.035792,2,0,0,,,
421152,0.032561,1,0,0,,0.9737,
166305,0.0196889999999999,2,1,0,0.1031,0.9796,0.0
408881,0.035792,2,0,0,0.0103,0.9523,0.0
177800,0.018209,3,0,0,0.0124,0.9662,0.0
170952,0.035792,2,0,0,,,
368345,0.014464,2,0,0,0.0773,0.9841,0.0
314989,0.002042,3,0,0,,,
138676,0.025164,2,0,0,0.1856,0.9831,0.2
139759,0.020713,2,0,0,0.1144,0.9796,0.0
190892,0.0096569999999999,2,0,0,,,
225207,0.00496,2,0,0,0.0113,0.9359,
291591,0.014464,2,0,0,,,
377299,0.00963,2,0,0,0.1082,0.9901,0.12
436700,0.019101,2,0,0,,,
385679,0.002506,2,0,0,0.0031,0.9722,0.0
391606,0.0096569999999999,2,0,0,,,
378974,0.0145199999999999,2,0,0,,,
138760,0.010147,2,0,0,0.1113,0.9876,0.12
149754,0.04622,1,0,0,0.1155,0.9767,0.12
227277,0.022625,2,0,0,,,
385881,0.005002,3,0,0,0.0711,0.9801,0.0
451702,0.019101,2,0,0,,,
398105,0.020713,3,0,0,0.0309,0.9886,0.0
373645,0.006852,3,0,0,0.0495,0.9747,0.0
207329,0.005313,2,0,0,,,
172581,0.008019,2,0,0,0.0887,0.9786,0.0
423697,0.020246,3,0,0,,,
235783,0.022625,2,0,0,0.0804,0.9806,0.08
217255,0.010032,2,0,0,,,
197718,0.031329,2,0,0,0.0701,0.9896,0.0
184893,0.006233,2,0,0,0.0361,0.9786,0.0
402703,0.010643,2,0,0,,,
206364,0.032561,1,0,0,0.0412,0.9866,0.16
259332,0.0228,2,1,0,0.068,0.9876,0.0
155368,0.04622,1,0,0,,,
291452,0.018209,3,0,0,,0.9901,
390341,0.018634,2,0,0,,,
398468,0.020246,3,0,0,,,
374701,0.018801,2,0,0,0.0649,0.9702,0.0
326100,0.009549,2,0,1,,,
238045,0.022625,2,0,0,,,
150219,0.026392,2,0,0,,,
196395,0.00712,2,0,0,,,
206991,0.028663,2,0,0,0.0258,0.9727,0.0
306652,0.072508,1,0,0,0.1794,0.9975,0.24
316953,0.016612,2,1,0,,,
402664,0.006233,2,0,0,0.0742,0.9846,0.08
313231,0.031329,2,0,0,0.1295,0.9841,0.1064
444272,0.0060079999999999,2,0,0,0.0701,0.9732,0.0
157570,0.026392,2,0,0,0.0866,0.996,0.0
322830,0.035792,2,0,0,,,
379024,0.022625,2,0,0,0.1278,0.9876,0.08
214110,0.035792,2,0,0,0.1577,0.9871,0.16
325342,0.018634,2,1,0,,,
355763,0.020713,3,0,0,,,
124125,0.0116569999999999,1,0,0,0.0622,0.9881,0.0132
330696,0.0088659999999999,2,0,0,0.1258,0.997,0.12
240402,0.009175,2,0,0,,,
456193,0.008575,2,0,1,0.0701,0.9821,0.0
410654,0.020246,3,0,0,0.0753,0.9737,0.0
263660,0.015221,2,0,0,,,
304620,0.014464,2,0,0,,,
250711,0.005002,3,0,0,0.1186,0.9801,0.0
346196,0.0116569999999999,1,0,0,0.0247,0.9742,0.0
394907,0.0196889999999999,2,0,0,0.1186,0.9816,0.0
324039,0.015221,2,0,0,,,
285659,0.020713,2,0,0,,,
291135,0.0196889999999999,2,0,0,0.2464,0.9876,0.24
423016,0.018209,3,0,0,,,
213335,0.0072739999999999,2,0,0,,,
190017,0.00733,2,0,0,0.2227,0.9821,0.24
405591,0.018634,2,0,0,,,
242038,0.006233,2,0,0,0.0814,0.9881,0.08
249281,0.032561,1,0,0,0.0371,0.9737,
361992,0.028663,2,0,0,0.1361,0.9871,0.0
349950,0.010276,2,0,0,,,
318138,0.020713,2,0,0,0.0825,0.9757,0.0
192743,0.018634,2,0,0,,,
241997,0.025164,2,0,0,,,
365752,0.011703,2,0,0,,,
240281,0.031329,2,0,0,0.0371,0.9732,0.0
432469,0.0096569999999999,2,0,0,0.0804,0.9752,0.0
455158,0.026392,2,0,0,0.0722,0.9786,0.0
185487,0.035792,2,0,0,,,
199323,0.026392,2,0,0,,,
347605,0.006629,2,0,0,,0.9742,
228231,0.04622,1,0,0,0.0742,0.9737,0.0
144827,0.0196889999999999,2,0,0,,,
418081,0.026392,2,0,0,0.1619,0.9786,0.12
227093,0.04622,1,0,0,,,
411088,0.016612,2,0,0,,,
411623,0.006629,2,1,0,,,
198414,0.026392,2,0,0,0.0454,0.9722,0.0
141408,0.00733,2,1,0,,,
288373,0.011703,2,0,0,,,
106117,0.0072739999999999,2,0,0,,,
230794,0.020246,3,0,0,,,
212792,0.00733,2,0,0,0.0722,0.9776,0.0
438197,0.018801,2,0,0,0.2237,0.9806,0.24
369363,0.0088659999999999,2,0,0,0.0412,0.9732,0.0
128840,0.009334,2,0,0,0.0103,0.9662,0.0
378452,0.020713,3,0,0,,,
401046,0.00496,2,0,0,0.0874,0.9816,0.0
141046,0.026392,2,1,0,,,
213049,0.035792,2,0,0,,,
145604,0.028663,2,0,0,,,
338713,0.035792,2,0,0,,,
171152,0.035792,2,0,0,,,
437768,0.010147,2,1,0,,,
427774,0.02461,2,0,0,0.1763,0.9841,0.04
167933,0.00702,2,0,0,,,
267115,0.0196889999999999,2,1,0,0.0165,0.9712,0.0
266452,0.019101,2,1,0,,,
438513,0.01885,2,0,0,,,
366957,0.04622,1,0,1,0.0619,0.9806,0.0
456229,0.003813,2,1,1,,,
367496,0.030755,2,0,0,,,
422299,0.01885,2,0,0,,,
185753,0.015221,2,0,0,0.0041,0.9444,0.0
386739,0.00702,2,0,0,0.0021,0.9891,
289895,0.004849,2,0,0,0.068,0.9776,0.0
376178,0.072508,1,0,1,0.3345,0.9796,0.44
334705,0.019101,2,0,0,0.2474,0.9876,0.24
107442,0.01885,2,0,0,0.2041,0.9781,0.0
356149,0.018634,2,0,0,,,
342988,0.0066709999999999,2,0,0,0.0619,0.9891,0.0
218889,0.018209,3,0,0,0.0825,0.9781,0.0
334865,0.020713,2,0,0,0.034,0.9737,0.0
104078,0.0084739999999999,2,1,0,,,
418341,0.0228,2,0,0,,,
131673,0.02461,2,0,0,,,
353219,0.022625,2,0,0,0.1278,0.9871,0.08
153663,0.035792,2,0,0,0.128,0.9841,0.05
178508,0.00496,2,0,0,,,
336621,0.00823,2,0,0,0.1237,0.995,
149622,0.010643,2,0,0,0.0464,0.9906,0.04
117005,0.015221,2,0,0,0.0928,0.9821,0.0
424818,0.00733,2,1,0,,,
252659,0.009549,2,0,0,,,
294126,0.030755,2,0,0,0.0876,0.9881,0.08
417217,0.031329,2,0,0,0.0247,0.9985,
303505,0.031329,2,0,0,,,
395802,0.011703,2,0,0,,,
123159,0.020713,3,0,0,,0.9806,
361238,0.026392,2,0,0,0.2412,0.9945,0.24
380568,0.030755,2,0,0,0.0928,0.9796,0.0
408430,0.0145199999999999,2,0,0,,,
302819,0.026392,2,0,0,,,
183989,0.0035409999999999,1,0,0,0.0351,0.9911,0.04
328379,0.035792,2,0,0,,,
438833,0.032561,1,0,0,0.0691,0.9791,0.12
201268,0.018634,2,0,0,,,0.28
402359,0.006233,2,0,0,0.0557,0.9896,0.08
390442,0.026392,2,0,0,0.101,0.9945,0.08
274280,0.00963,2,0,0,,,
356090,0.010006,2,0,0,0.0598,0.9831,0.0
152364,0.02461,2,0,0,0.2268,0.9831,0.16
111226,0.072508,1,0,0,0.3088,0.9901,0.36
251586,0.019101,2,0,0,,,
211433,0.006852,3,0,0,0.0825,0.9831,0.0
219800,0.005084,2,0,0,0.0969,0.9995,0.0
452983,0.032561,1,0,1,0.2644,0.9801,0.28
263235,0.030755,2,0,0,,,
452941,0.031329,2,0,0,0.0619,0.9821,0.0
372095,0.010276,2,0,0,0.1258,0.9781,0.0
370344,0.019101,2,0,0,,,
266095,0.0084739999999999,2,0,0,0.0866,0.9891,0.08
173226,0.009175,2,1,1,0.134,0.9906,
333260,0.072508,1,0,0,0.5546,0.9727,0.48
185990,0.04622,1,0,1,,,
197068,0.018209,3,0,0,0.1381,0.9861,0.0
390828,0.0228,2,0,0,,,
266958,0.020713,3,0,0,0.0835,0.9771,0.0
130057,0.020713,3,0,0,,,
285063,0.00496,2,0,0,,,
406587,0.030755,2,0,0,0.0021,0.9682,0.0
276138,0.035792,2,0,0,,,
155351,0.026392,2,0,0,0.2299,0.9806,0.08
155974,0.0196889999999999,2,0,0,0.0784,0.9876,0.08
336625,0.00496,2,0,0,,,
391838,0.0145199999999999,2,0,0,0.1485,0.9826,0.16
286117,0.010643,2,0,0,,,
329370,0.035792,2,0,0,0.1113,0.9985,0.12
232465,0.010643,2,0,0,0.0402,0.9821,0.0
435730,0.0145199999999999,2,0,0,,,
442117,0.01885,2,0,0,,,
398736,0.035792,2,0,0,,,
412975,0.0084739999999999,2,0,1,0.0227,0.9533,0.0
158265,0.00702,2,0,0,,,
249785,0.01885,2,0,0,,,
390119,0.072508,1,0,0,0.0866,0.9762,0.08
424521,0.010006,1,0,0,0.0856,0.9871,
192732,0.022625,2,0,0,0.0577,0.9801,0.0
223701,0.030755,2,0,0,,,
190818,0.020246,3,0,0,,,
350888,0.010556,3,0,0,,,
316677,0.010643,2,0,1,0.0825,0.9811,0.0
282111,0.018029,3,0,0,0.0722,0.9821,0.0
390079,0.00733,2,0,0,,,
443165,0.025164,2,0,0,0.0021,0.9692,0.0
210260,0.028663,2,0,0,,,
338939,0.011703,2,0,0,,,
256138,0.019101,2,0,0,0.0165,0.9781,0.0
178156,0.025164,2,0,0,0.1258,0.9995,0.08
353767,0.010966,2,0,0,,,
451827,0.006207,2,0,0,0.1485,0.9841,0.16
303583,0.019101,2,0,0,,,
198753,0.072508,1,0,0,,,
415083,0.0088659999999999,2,0,0,,,
135534,0.026392,2,0,0,,,
428226,0.0196889999999999,2,0,0,0.066,0.9737,0.0
315251,0.010147,2,0,0,0.1546,0.9871,0.08
398720,0.018029,3,1,0,0.0082,0.9712,
162279,0.020713,3,0,0,,,
260099,0.030755,2,1,0,,,
282220,0.015221,2,0,0,,,
234871,0.0096569999999999,2,0,0,0.168,0.9747,0.0
379031,0.035792,2,0,1,,,
209198,0.035792,2,0,0,,,
256886,0.031329,2,0,0,,,
184795,0.031329,2,0,0,0.1536,0.9871,0.0
148601,0.010032,2,0,0,,0.9682,
210454,0.008019,2,0,0,0.0825,0.9762,0.0
104080,0.020246,3,0,0,,,
348192,0.016612,2,0,0,0.0186,0.9856,0.0
377897,0.025164,2,0,0,,,
337633,0.0066709999999999,2,0,0,0.0072,0.9657,0.0
427874,0.032561,1,0,0,0.0722,0.9752,
379960,0.010032,2,0,0,,,
383140,0.02461,2,0,0,0.0278,0.9831,0.0
328770,0.022625,2,0,0,0.3887,0.995,0.4
367742,0.0228,2,1,0,,,
184539,0.008625,2,0,0,0.1082,0.9881,0.12
377415,0.031329,2,0,0,0.0309,0.9836,0.0
132365,0.01885,2,0,0,,,
326205,0.003813,2,0,0,,,
189473,0.022625,2,0,0,0.0124,0.9692,0.0
239503,0.004849,2,0,0,0.0247,0.9667,
428702,0.019101,2,0,0,,,
326932,0.035792,2,0,0,,,
257605,0.006207,2,0,0,0.0454,0.9737,0.0
418236,0.025164,2,0,0,,,
413866,0.005002,3,0,0,0.0082,0.9603,
106389,0.0105,3,1,0,,,
427056,0.032561,1,0,0,0.0366,0.9796,0.08
267773,0.025164,2,0,0,0.067,0.9747,0.0
284410,0.020713,3,0,0,,,
360515,0.010276,2,0,0,,,
276806,0.018029,3,1,0,,,
392301,0.035792,2,0,0,,,
362866,0.035792,2,0,0,0.1113,0.9866,0.12
425947,0.028663,2,0,0,0.034,0.9712,0.0
337693,0.0196889999999999,2,0,0,,,
336431,0.072508,1,1,0,0.2247,0.9801,0.48
398012,0.030755,2,0,0,0.0887,0.9871,0.12
150409,0.04622,1,0,0,0.133,0.9871,0.16
364637,0.026392,2,1,0,,,
316027,0.016612,2,0,0,0.0814,0.9916,0.04
245097,0.008625,2,0,0,,0.9831,
221940,0.031329,2,0,0,,,
338852,0.019101,2,0,0,,,
427838,0.005144,2,0,0,0.1093,0.9791,0.0
304948,0.018209,3,0,0,,,
379530,0.020713,2,0,0,0.132,0.9816,0.16
330226,0.018801,2,0,0,0.0773,0.9796,0.0
102277,0.020713,2,0,0,0.1515,0.9881,0.2
318386,0.028663,2,0,1,,,
421641,0.001276,2,0,0,0.067,0.9856,0.0
149640,0.04622,1,0,1,0.1286,0.9876,0.18
419722,0.0145199999999999,2,0,0,0.1459,0.9911,0.08
376690,0.014464,2,0,0,0.0938,0.9831,0.0
141751,0.0145199999999999,2,0,0,,,
108683,0.025164,2,0,0,,,
419853,0.008068,3,0,0,,,
172618,0.031329,2,0,0,0.0103,0.9444,0.0
346452,0.035792,2,0,0,,,
131586,0.028663,2,0,0,0.2278,0.9995,0.16
134818,0.035792,2,0,0,0.099,0.9796,0.0
417046,0.031329,2,0,0,0.0124,0.9732,0.0
348237,0.00496,2,0,0,0.0768,0.9821,0.0
108624,0.028663,2,0,0,0.0742,0.9791,0.08
277873,0.0096569999999999,2,0,0,0.1237,0.9752,0.0
232284,0.022625,2,0,0,,,
285774,0.025164,2,0,0,0.1412,0.998,0.08
454693,0.006629,2,0,0,0.0258,0.9712,0.0
348185,0.010006,2,1,0,,,
155894,0.031329,2,0,0,0.066,0.9737,0.0
451689,0.072508,1,1,0,0.2175,0.9816,0.24
292872,0.018801,2,0,0,,,
111935,0.019101,2,0,0,,,
113058,0.00712,2,0,0,0.0619,0.9747,0.0
185276,0.018209,3,1,1,0.0629,0.9727,0.0
439489,0.0228,2,0,0,0.0113,0.9722,
181692,0.003813,2,0,0,,,
447007,0.010006,2,0,0,0.0247,0.9821,0.0
179822,0.018209,3,0,0,0.1619,0.9901,0.16
372151,0.011703,2,0,1,,,
301312,0.035792,2,0,0,0.1412,0.9896,0.0
194181,0.018634,2,0,0,0.0722,0.9791,0.0
407184,0.016612,2,0,0,,,
440063,0.018209,3,0,0,,0.9871,0.16
191985,0.009549,2,0,0,0.0876,0.9806,
179863,0.032561,1,0,0,0.0278,0.9459,0.02
328870,0.028663,2,0,0,0.0711,0.9737,0.0
276919,0.020713,3,0,0,0.0979,0.9801,
241977,0.018029,3,0,0,,,
174875,0.001276,2,0,0,0.0701,0.9886,0.0
232071,0.031329,2,0,0,0.0928,0.9781,
197536,0.002134,3,0,0,0.1485,0.9916,0.16
104924,0.008019,2,0,0,,,
294903,0.008575,2,0,0,,,
375438,0.002506,2,0,0,,,
177872,0.010147,2,0,0,,,
147678,0.007305,3,0,0,,,
326690,0.04622,1,0,1,,,
362603,0.010966,2,0,0,0.0082,0.9747,
186749,0.04622,1,0,0,0.0124,0.9771,0.0
354367,0.032561,1,0,0,0.2278,0.9881,0.2664
159325,0.02461,2,0,0,0.099,0.9781,0.04
134100,0.011703,2,0,0,,,
229089,0.020246,3,0,0,,,
106734,0.0228,2,0,0,0.0825,0.9767,0.0
207829,0.0031219999999999,3,1,0,,,
198517,0.0096569999999999,2,0,0,,,
287761,0.003069,3,0,0,,,
205436,0.010276,2,0,0,0.033,0.9722,0.0
336850,0.01885,2,1,0,,,
153626,0.025164,2,1,1,,,
110346,0.018209,3,1,1,,,
449919,0.035792,2,0,0,,,
425355,0.025164,2,0,0,0.0928,0.9781,0.0
252887,0.018029,2,0,0,0.0619,0.9757,0.0
202639,0.010006,1,0,0,0.1474,0.9816,0.0
239662,0.035792,2,0,0,,,
121027,0.018801,2,0,0,0.5577,0.9861,0.6
219327,0.010966,2,0,0,0.3711,0.9886,0.36
100635,0.025164,2,0,0,0.0,0.9791,0.0
197192,0.022625,2,0,0,,,
357692,0.016612,2,0,0,,,
261643,0.020713,3,0,0,0.0113,0.9732,0.0
222268,0.0145199999999999,2,0,0,0.234,0.997,0.24
216222,0.035792,2,0,0,,,
431143,0.022625,2,0,0,0.0165,0.9801,0.0
218434,0.006305,3,0,0,,,
211561,0.022625,2,0,0,0.1856,0.9861,0.2
145790,0.035792,2,0,0,,,
254860,0.025164,2,1,0,0.2876,0.9866,0.24
169909,0.035792,2,0,0,,,
391806,0.00702,2,0,0,0.0711,0.9881,0.1464
317285,0.002134,3,0,0,,,
349996,0.026392,2,0,0,0.0103,0.9717,0.0
299603,0.0196889999999999,2,0,0,0.0526,0.9603,0.0
163450,0.0196889999999999,2,0,0,,,
295462,0.030755,2,0,0,,,
391695,0.010147,2,0,0,,,
175827,0.0116569999999999,1,0,1,0.0928,0.9846,0.0
344012,0.016612,2,1,0,,,
257018,0.014464,2,0,0,0.3753,0.9856,0.08
186914,0.032561,1,0,0,0.2227,0.9831,0.24
416190,0.018634,2,0,0,,,
185495,0.005313,2,0,0,0.0577,0.9692,0.0
141192,0.0145199999999999,2,0,0,,,
278096,0.020713,2,0,0,,,
132359,0.032561,1,0,0,0.1134,0.9747,0.0
157537,0.010147,2,0,0,0.0526,0.9831,0.04
384962,0.01885,2,0,0,0.0186,0.9697,0.0
210141,0.008625,2,0,0,,0.9806,
264216,0.072508,1,0,1,0.1485,0.9796,0.16
361581,0.028663,2,0,0,0.1144,0.9771,0.048
156911,0.002506,2,0,0,0.067,0.9821,0.0
438139,0.00702,2,0,0,,,
421912,0.04622,1,0,0,0.0825,0.9747,0.0
286941,0.035792,2,0,0,0.0464,0.9796,0.0
354268,0.010032,2,0,0,,,
128075,0.019101,2,0,1,,,
455213,0.0105,3,0,0,0.0727,0.9786,0.02
398270,0.015221,2,0,0,0.0897,0.9781,0.0
307024,0.0096569999999999,2,0,1,,,
311953,0.018634,2,0,0,0.2227,0.9811,0.16
342151,0.00702,2,0,0,0.1031,0.9796,0.0
284236,0.020713,3,0,0,0.1227,0.9801,0.0
371519,0.031329,2,0,0,0.101,0.9786,0.0
310633,0.0116569999999999,1,0,0,,,
291500,0.008625,2,0,0,0.1227,0.9806,0.0
139026,0.01885,2,0,0,0.0835,0.9841,0.0
455943,0.0096569999999999,2,1,0,,,
201980,0.0038179999999999,2,0,0,,,
206500,0.072508,1,0,0,0.0598,0.9826,0.08
358894,0.009175,2,0,0,0.1082,0.9806,0.0
377985,0.018209,3,0,0,,,
286105,0.019101,2,0,0,,,
229903,0.030755,2,0,0,,,
275554,0.04622,1,0,0,0.3227,0.998,0.48
363390,0.0116569999999999,1,0,1,0.0103,0.9677,0.0
400104,0.0088659999999999,2,0,0,0.0825,0.9732,
359150,0.010643,2,0,0,,,
316377,0.019101,2,0,0,,,
262163,0.035792,2,0,0,,,
189335,0.009175,2,0,0,0.1072,0.9871,0.12
370131,0.006233,2,0,0,0.0928,0.9786,0.0
263317,0.031329,2,0,0,,,
380507,0.010032,2,0,0,,,
420719,0.031329,2,1,0,,,
152971,0.028663,2,0,0,,,
251531,0.020713,3,1,0,,,
154945,0.025164,2,0,0,0.0,0.0,
449240,0.025164,2,0,0,0.1237,0.9891,0.12
295786,0.030755,2,0,0,0.0711,0.993,0.0664
308974,0.010006,1,0,0,0.1113,0.9871,0.12
452155,0.020246,3,0,0,0.2278,0.9886,0.28
413516,0.035792,2,0,0,,,
157305,0.014464,2,0,0,0.1103,0.9767,0.0
129742,0.028663,2,0,0,0.1278,0.9856,0.0
248426,0.020246,3,0,0,,,
302323,0.032561,1,0,0,0.2216,0.9816,0.22
365795,0.010556,3,0,0,0.1402,0.9861,0.16
236976,0.007114,2,0,0,,,
256152,0.020713,1,0,0,0.1021,0.9881,0.12
203332,0.032561,1,0,0,0.2397,0.9851,
255642,0.0084739999999999,2,0,0,,,
436214,0.031329,2,0,0,,,
242102,0.04622,1,0,1,0.0907,0.9781,0.0
420482,0.030755,2,0,0,,,
214902,0.006629,2,1,0,,,
231020,0.0145199999999999,2,0,0,,,
441944,0.035792,2,0,0,,,
420837,0.016612,2,0,0,0.0876,0.9911,0.0
103330,0.009549,2,0,0,0.0691,0.9742,0.0
279356,0.018634,2,0,0,,,
144188,0.015221,2,0,0,,,
378093,0.005002,3,0,0,0.001,0.9687,
315776,0.018634,2,0,0,,,
447690,0.01885,2,0,0,0.0928,0.9806,0.0
438836,0.008019,2,0,0,,,
194220,0.02461,2,0,0,,,
440809,0.031329,2,0,0,,,
166747,0.020713,3,0,0,0.0082,0.9732,
432629,0.072508,1,0,0,,,
369537,0.0072739999999999,2,0,0,0.1464,0.9906,0.16
218582,0.010006,1,0,0,,,
255696,0.016612,2,0,0,0.0928,0.9906,0.08
261964,0.030755,2,0,0,0.1629,0.9886,0.16
117314,0.018029,3,0,0,,,
444116,0.015221,2,0,0,,,
375034,0.019101,2,0,0,,,
124660,0.018209,3,0,0,0.2577,0.9836,0.28
391179,0.035792,2,0,0,,,
243702,0.020246,3,0,0,,0.9796,
404537,0.0105,3,1,0,,,
158396,0.011703,2,0,0,0.1014,0.9861,0.0532
155887,0.019101,2,0,0,,,
253304,0.015221,2,0,0,,,
104068,0.030755,2,0,0,,,
215010,0.025164,2,0,0,0.1113,0.9921,0.12
118669,0.019101,2,1,0,,,
240558,0.025164,2,0,0,0.1227,0.9796,0.0
367021,0.015221,2,0,0,,,
120793,0.01885,2,0,0,,,
318153,0.0031219999999999,3,0,0,0.033,0.9732,0.0
173554,0.018029,3,0,0,0.1804,0.9866,0.0
204888,0.018801,2,0,0,,,
286642,0.02461,2,0,0,0.0227,0.9811,0.0
322675,0.04622,1,0,0,0.0247,0.9786,0.0
248542,0.0228,2,0,0,,,
239798,0.030755,2,0,0,,,
302920,0.015221,2,0,0,0.0082,0.9702,0.0
219895,0.020713,3,0,0,,,
235841,0.01885,2,1,0,,,
191706,0.008068,3,0,0,,,
322072,0.00733,2,1,0,,,
356300,0.031329,2,0,0,0.0247,0.9891,0.0
377804,0.0116569999999999,1,0,0,,,
336804,0.0228,2,0,0,0.1825,0.996,0.2
419964,0.014464,2,0,0,0.3897,0.9791,0.08
128753,0.01885,2,0,1,0.1227,0.9801,0.0
266610,0.0096569999999999,2,1,0,,,
182261,0.00823,2,0,0,,0.9692,
451984,0.035792,2,0,0,0.033,0.9727,0.0
271012,0.018029,2,0,0,0.1979,0.9881,0.16
197442,0.0196889999999999,2,0,0,,,
217144,0.04622,1,0,1,,,
133078,0.0084739999999999,2,0,0,,,
380547,0.006852,3,0,0,,,
206330,0.030755,2,0,0,,,
232025,0.026392,2,0,0,0.0649,0.9821,0.04
448169,0.007114,2,0,0,0.0722,0.9786,0.0
247007,0.0228,2,0,0,0.1024,0.996,0.0864
420895,0.018209,3,0,0,0.0649,0.9861,0.08
258101,0.0196889999999999,2,1,1,0.0103,0.9697,0.0
181263,0.006305,3,0,0,,,
337453,0.005313,2,0,0,0.0124,0.9831,0.0
216528,0.018801,2,0,0,,,
137031,0.011703,2,0,0,0.0825,0.9747,0.0
100636,0.026392,2,0,0,0.2773,0.9821,0.32
438695,0.031329,2,1,0,,,
112686,0.0096569999999999,2,0,0,,,
399536,0.035792,2,0,0,0.2546,0.999,0.24
294442,0.016612,2,0,1,,,
440457,0.010006,1,0,0,0.0918,0.9891,0.0
386389,0.0145199999999999,2,0,0,,,
344987,0.010006,2,0,0,,,
187050,0.028663,2,0,0,,,
222113,0.0096569999999999,2,0,0,0.1031,0.9796,0.0
187503,0.026392,2,0,0,0.0,0.0,0.0
419381,0.031329,2,0,0,0.099,0.9881,0.04
147701,0.020713,3,0,0,,,
143240,0.025164,2,0,0,0.1237,0.9776,0.0
221667,0.014464,2,0,0,0.0186,0.9856,0.0
383124,0.035792,2,0,0,,,
253873,0.015221,2,0,0,0.1515,0.9762,0.0
322321,0.028663,2,0,0,0.1787,0.9955,0.2
118988,0.018801,2,0,0,0.1526,0.9861,0.16
286808,0.005313,2,0,0,,,
168873,0.010032,2,0,0,0.1938,0.9851,0.08
159588,0.035792,2,0,0,,,
197127,0.00702,2,0,0,,,
302365,0.035792,2,0,0,,,
353400,0.026392,2,0,0,0.3144,0.9856,0.0
337399,0.0145199999999999,2,0,0,,0.9737,0.0
345715,0.018634,2,0,0,,,
427509,0.003813,2,0,0,,,
264308,0.072508,1,0,0,0.6546,0.9816,0.78
380983,0.04622,1,0,0,,,
113136,0.01885,2,0,0,,,
197026,0.020713,3,0,0,0.0546,0.9881,0.08
277490,0.035792,2,1,0,,,
370804,0.010966,2,0,0,0.0124,0.9692,0.0
261887,0.006207,2,0,0,,,
111819,0.031329,2,0,0,0.0722,0.9771,0.0
405800,0.02461,2,0,0,0.101,0.9767,0.0
246858,0.010032,2,0,0,0.7381,0.9846,0.92
365331,0.0066709999999999,2,0,0,0.0278,0.9871,0.0
234858,0.031329,2,0,0,,,
445744,0.030755,2,0,0,,,
271731,0.00963,2,0,0,,,
342861,0.003069,3,0,0,,,
336330,0.028663,2,0,0,0.0464,0.9816,0.0
299697,0.018634,2,0,0,,,
339550,0.015221,2,0,0,0.2433,0.995,0.24
382595,0.018209,3,0,0,,,
274478,0.010006,1,1,1,0.1113,0.9871,0.08
195825,0.010006,2,0,0,,,
408553,0.072508,1,0,1,0.0247,0.9737,0.0
109584,0.025164,2,0,0,0.1237,0.9776,0.0
177807,0.028663,2,0,0,0.0809,0.9846,0.1
246626,0.032561,1,0,0,0.0701,0.9737,0.0
225845,0.035792,2,0,0,,,
158726,0.0196889999999999,2,0,0,0.0825,0.9757,0.0
340620,0.009549,2,0,0,,,
135231,0.031329,2,0,0,,,
188650,0.030755,2,0,0,,,
151120,0.025164,2,0,0,,,
281202,0.030755,2,0,0,,,
112979,0.031329,2,0,0,0.1485,0.9811,0.16
314363,0.0116569999999999,1,0,0,0.1299,0.9831,0.0
189095,0.030755,2,0,0,,,
276394,0.022625,2,1,0,0.1165,0.9727,0.0
107092,0.026392,2,0,0,0.1361,0.9955,0.14
281404,0.0145199999999999,2,0,0,0.0371,0.9866,0.0
276738,0.025164,2,0,0,0.0082,0.9717,0.0
157230,0.010643,2,0,0,0.1093,0.9771,0.0
444741,0.02461,2,0,0,,,
