SK_ID_CURR,FLAG_OWN_CAR,OWN_CAR_AGE,FLAG_OWN_REALTY,NAME_HOUSING_TYPE,REGION_RATING_CLIENT
189914,N,,Y,House / apartment,2
292240,Y,7.0,Y,House / apartment,2
265589,N,,Y,House / apartment,3
378804,N,,Y,House / apartment,3
219937,Y,10.0,Y,House / apartment,2
307970,N,,Y,Office apartment,2
321678,Y,20.0,Y,House / apartment,2
392395,N,,Y,House / apartment,3
159457,N,,Y,House / apartment,2
234884,N,,Y,House / apartment,1
126219,N,,Y,House / apartment,2
236223,N,,Y,House / apartment,2
168224,Y,6.0,Y,House / apartment,2
156277,N,,Y,House / apartment,2
131137,N,,Y,House / apartment,1
451075,Y,13.0,Y,House / apartment,2
188264,N,,Y,House / apartment,2
324622,Y,23.0,N,House / apartment,2
117357,N,,N,House / apartment,2
439097,N,,Y,House / apartment,2
263961,N,,N,With parents,2
322701,N,,Y,House / apartment,2
452359,Y,1.0,Y,House / apartment,2
345333,N,,Y,House / apartment,2
336392,N,,N,House / apartment,2
208061,N,,N,House / apartment,2
250407,N,,Y,House / apartment,1
165039,N,,Y,House / apartment,2
306374,Y,10.0,Y,House / apartment,1
195771,N,,Y,House / apartment,2
380423,N,,N,House / apartment,2
424469,Y,7.0,N,House / apartment,2
334558,N,,Y,House / apartment,2
292207,N,,Y,House / apartment,2
351915,N,,N,With parents,3
202928,Y,10.0,Y,House / apartment,2
117356,N,,Y,Office apartment,1
349944,Y,14.0,N,House / apartment,2
347445,N,,Y,House / apartment,3
283256,Y,7.0,Y,House / apartment,3
417577,N,,Y,House / apartment,2
429149,N,,Y,Co-op apartment,2
160170,N,,Y,House / apartment,2
224144,Y,8.0,Y,House / apartment,2
119335,Y,8.0,Y,House / apartment,2
139385,N,,Y,House / apartment,1
440858,N,,N,House / apartment,2
313319,Y,14.0,Y,House / apartment,2
236051,N,,Y,House / apartment,2
402316,N,,Y,House / apartment,2
381647,N,,Y,House / apartment,2
328065,N,,Y,House / apartment,1
223954,Y,64.0,Y,House / apartment,2
166589,Y,14.0,Y,House / apartment,2
153765,N,,N,House / apartment,2
323633,Y,6.0,N,Municipal apartment,2
213560,Y,7.0,N,House / apartment,2
426743,N,,Y,House / apartment,2
252371,N,,Y,House / apartment,2
410501,N,,N,House / apartment,2
382614,N,,Y,House / apartment,3
417587,N,,Y,House / apartment,3
438810,Y,8.0,Y,House / apartment,2
431694,N,,N,With parents,1
205675,Y,12.0,N,House / apartment,2
185595,Y,64.0,Y,Co-op apartment,1
224840,Y,65.0,Y,House / apartment,2
440011,N,,Y,House / apartment,2
388635,Y,23.0,N,With parents,2
377005,N,,N,With parents,2
439547,N,,Y,House / apartment,2
168188,Y,7.0,Y,House / apartment,1
300379,N,,Y,House / apartment,2
175493,N,,N,House / apartment,2
209337,Y,16.0,Y,House / apartment,2
456228,Y,1.0,N,Rented apartment,1
204247,Y,6.0,Y,House / apartment,2
189414,N,,Y,House / apartment,2
397743,N,,N,House / apartment,2
354420,N,,Y,House / apartment,2
276899,N,,Y,With parents,1
453966,N,,Y,House / apartment,2
178396,N,,Y,House / apartment,2
217982,N,,N,House / apartment,2
144866,N,,Y,House / apartment,2
133145,N,,Y,House / apartment,2
136329,N,,Y,House / apartment,2
212251,Y,15.0,Y,House / apartment,2
314205,Y,6.0,N,House / apartment,3
187317,Y,14.0,Y,House / apartment,2
274665,Y,4.0,Y,House / apartment,2
282775,Y,7.0,Y,House / apartment,3
112273,N,,N,House / apartment,2
121698,N,,Y,House / apartment,2
297103,Y,14.0,Y,House / apartment,3
101652,Y,9.0,Y,House / apartment,2
390202,N,,Y,House / apartment,2
445140,Y,9.0,Y,House / apartment,2
265845,Y,7.0,Y,House / apartment,2
307232,N,,Y,House / apartment,3
314953,Y,8.0,Y,House / apartment,2
161496,Y,13.0,N,With parents,2
399449,N,,Y,House / apartment,3
341844,Y,10.0,N,House / apartment,2
231262,N,,Y,House / apartment,2
236397,N,,Y,House / apartment,2
420943,N,,Y,House / apartment,2
242213,N,,N,House / apartment,3
152554,N,,Y,House / apartment,2
363869,Y,4.0,Y,House / apartment,2
190098,Y,2.0,Y,House / apartment,2
365222,N,,Y,House / apartment,1
249255,N,,Y,House / apartment,2
150878,N,,Y,House / apartment,2
338608,N,,Y,House / apartment,2
336160,N,,Y,House / apartment,2
167348,Y,10.0,Y,House / apartment,3
229544,Y,12.0,N,House / apartment,2
386596,N,,Y,House / apartment,1
406306,N,,N,House / apartment,3
124629,Y,15.0,Y,House / apartment,2
281148,Y,10.0,N,With parents,2
124755,N,,Y,House / apartment,2
185748,Y,16.0,Y,House / apartment,3
413936,N,,Y,House / apartment,2
439411,N,,Y,House / apartment,2
371233,N,,N,House / apartment,2
289469,N,,Y,House / apartment,2
414766,N,,Y,House / apartment,2
320814,N,,N,House / apartment,2
385237,Y,9.0,Y,House / apartment,2
256489,Y,2.0,Y,House / apartment,2
277113,N,,Y,House / apartment,2
126642,N,,Y,Municipal apartment,1
100100,Y,65.0,Y,House / apartment,2
186215,Y,8.0,Y,House / apartment,2
119363,Y,4.0,Y,House / apartment,2
406033,N,,Y,House / apartment,2
139908,Y,15.0,N,House / apartment,2
213015,N,,Y,House / apartment,2
137116,Y,8.0,Y,House / apartment,1
237434,N,,Y,House / apartment,3
224418,N,,Y,House / apartment,2
161949,N,,Y,House / apartment,2
322674,N,,N,House / apartment,2
276199,Y,24.0,N,House / apartment,2
122649,N,,Y,House / apartment,2
402224,N,,N,House / apartment,2
112059,N,,N,With parents,2
203305,N,,Y,House / apartment,2
258138,N,,Y,House / apartment,3
306359,N,,N,House / apartment,2
129691,Y,20.0,N,House / apartment,2
158908,Y,17.0,Y,House / apartment,2
266211,N,,N,House / apartment,3
452484,N,,N,House / apartment,2
306234,N,,Y,House / apartment,2
429341,Y,18.0,Y,House / apartment,3
154383,N,,Y,House / apartment,2
282300,N,,Y,House / apartment,2
284752,Y,11.0,Y,House / apartment,3
299683,Y,25.0,N,House / apartment,2
303898,N,,Y,House / apartment,3
124814,N,,Y,House / apartment,2
105575,Y,13.0,Y,House / apartment,2
340393,Y,9.0,Y,House / apartment,2
164848,N,,Y,House / apartment,3
187258,Y,5.0,N,House / apartment,1
115532,N,,N,House / apartment,2
339722,Y,20.0,Y,With parents,2
384769,Y,2.0,Y,House / apartment,2
312456,N,,Y,House / apartment,2
194647,Y,21.0,Y,House / apartment,3
359712,Y,31.0,Y,House / apartment,2
147027,N,,N,House / apartment,1
211759,Y,1.0,N,House / apartment,1
234166,Y,22.0,Y,House / apartment,2
323666,N,,Y,House / apartment,2
179935,Y,30.0,Y,House / apartment,2
200820,Y,4.0,Y,House / apartment,2
249165,N,,Y,House / apartment,2
295553,N,,Y,House / apartment,2
209243,N,,Y,With parents,2
366335,Y,14.0,Y,House / apartment,3
340144,Y,24.0,N,House / apartment,2
245417,N,,N,House / apartment,3
430444,N,,Y,House / apartment,2
127428,N,,Y,House / apartment,2
167274,N,,Y,House / apartment,2
344666,N,,Y,House / apartment,2
121936,Y,12.0,Y,House / apartment,3
150566,Y,1.0,Y,House / apartment,2
393697,N,,Y,House / apartment,2
411053,Y,1.0,Y,House / apartment,2
342063,N,,Y,House / apartment,2
350332,Y,1.0,Y,House / apartment,2
227981,N,,Y,House / apartment,2
390447,Y,12.0,N,House / apartment,3
416694,Y,2.0,Y,House / apartment,2
365449,N,,N,House / apartment,1
316909,Y,4.0,N,House / apartment,2
440866,N,,N,House / apartment,2
106847,N,,Y,House / apartment,2
137489,N,,Y,House / apartment,2
309582,Y,10.0,Y,House / apartment,2
355096,N,,Y,House / apartment,2
117209,N,,N,House / apartment,2
296601,N,,Y,House / apartment,2
405630,Y,6.0,N,House / apartment,2
344962,N,,Y,House / apartment,2
407995,Y,16.0,N,House / apartment,1
386248,N,,Y,House / apartment,3
374154,Y,8.0,Y,House / apartment,2
157307,N,,Y,House / apartment,2
365868,N,,Y,House / apartment,3
324468,N,,Y,Municipal apartment,2
436785,N,,Y,House / apartment,2
240009,N,,Y,House / apartment,2
128421,Y,17.0,Y,House / apartment,3
165005,N,,Y,House / apartment,1
329939,N,,N,House / apartment,2
131472,Y,10.0,N,House / apartment,1
445747,N,,Y,House / apartment,2
323815,Y,19.0,N,With parents,2
302813,Y,5.0,Y,House / apartment,2
324887,N,,Y,House / apartment,2
292024,Y,16.0,Y,House / apartment,1
223873,N,,Y,House / apartment,2
318123,Y,31.0,N,House / apartment,3
335984,N,,Y,With parents,2
162848,N,,N,House / apartment,2
166386,N,,Y,House / apartment,3
297371,Y,3.0,N,With parents,3
103236,N,,Y,Rented apartment,2
247822,N,,Y,House / apartment,1
202811,N,,Y,House / apartment,2
136386,N,,Y,House / apartment,1
219025,Y,6.0,Y,House / apartment,1
180136,Y,8.0,N,House / apartment,2
159583,Y,13.0,Y,House / apartment,2
435818,Y,2.0,Y,House / apartment,2
265150,N,,Y,Municipal apartment,2
118811,Y,64.0,Y,Municipal apartment,2
277903,Y,7.0,N,House / apartment,2
158403,Y,16.0,N,House / apartment,3
196338,N,,Y,Co-op apartment,1
320501,Y,7.0,Y,Rented apartment,1
406300,N,,Y,House / apartment,3
217600,N,,N,House / apartment,2
409267,Y,15.0,N,House / apartment,3
255865,N,,Y,House / apartment,2
140891,N,,Y,With parents,2
371557,N,,Y,House / apartment,2
131345,N,,N,House / apartment,2
430318,Y,65.0,N,House / apartment,2
250148,N,,N,House / apartment,2
377933,Y,21.0,Y,House / apartment,2
384321,Y,15.0,Y,House / apartment,2
348125,N,,N,House / apartment,2
193179,Y,3.0,Y,House / apartment,1
158792,Y,16.0,Y,House / apartment,2
112521,Y,11.0,N,House / apartment,2
448510,N,,Y,With parents,3
371794,Y,5.0,Y,House / apartment,1
190801,N,,Y,House / apartment,2
352747,Y,12.0,Y,House / apartment,2
343169,Y,18.0,N,House / apartment,2
153350,N,,Y,Municipal apartment,1
181398,N,,Y,House / apartment,2
240962,Y,12.0,Y,House / apartment,2
418362,N,,N,House / apartment,1
122476,N,,Y,House / apartment,3
295663,N,,Y,House / apartment,2
315203,N,,Y,House / apartment,2
117237,N,,Y,House / apartment,2
386931,N,,N,House / apartment,2
438579,N,,N,House / apartment,2
252803,Y,7.0,N,House / apartment,2
270787,Y,5.0,N,House / apartment,2
231527,N,,Y,House / apartment,2
122655,Y,11.0,Y,House / apartment,2
105811,N,,Y,With parents,2
247513,N,,Y,House / apartment,2
305817,Y,11.0,Y,House / apartment,2
122789,Y,16.0,Y,House / apartment,3
336703,N,,Y,House / apartment,2
431384,Y,4.0,N,House / apartment,3
179031,N,,Y,House / apartment,2
237152,N,,Y,House / apartment,2
124247,Y,7.0,Y,House / apartment,2
444665,Y,14.0,Y,House / apartment,2
297857,N,,Y,House / apartment,2
368990,N,,N,House / apartment,2
191184,Y,9.0,N,House / apartment,1
173145,Y,3.0,Y,House / apartment,2
354873,Y,8.0,Y,House / apartment,2
305939,N,,Y,House / apartment,2
334936,N,,Y,With parents,3
349963,N,,Y,House / apartment,2
278303,Y,6.0,Y,House / apartment,2
195259,N,,Y,House / apartment,2
407887,N,,Y,House / apartment,2
123836,N,,Y,House / apartment,2
364048,N,,Y,House / apartment,2
120207,Y,64.0,Y,House / apartment,2
363712,N,,N,House / apartment,2
150004,Y,19.0,Y,House / apartment,3
304594,Y,2.0,N,House / apartment,2
161419,N,,Y,House / apartment,2
274922,Y,2.0,Y,House / apartment,2
157697,N,,Y,House / apartment,2
168649,N,,Y,House / apartment,3
115549,N,,Y,House / apartment,2
448081,Y,8.0,N,House / apartment,2
192635,N,,Y,House / apartment,2
436262,Y,7.0,Y,House / apartment,2
166419,N,,Y,House / apartment,2
317231,N,,Y,House / apartment,2
232030,N,,Y,House / apartment,3
422704,Y,10.0,N,House / apartment,2
384774,Y,28.0,N,House / apartment,3
214001,Y,9.0,Y,House / apartment,2
448988,Y,1.0,Y,House / apartment,2
294085,Y,11.0,Y,House / apartment,2
334989,N,,Y,House / apartment,2
363821,Y,7.0,Y,House / apartment,2
444488,Y,7.0,Y,House / apartment,2
228637,Y,22.0,Y,House / apartment,2
413676,N,,N,House / apartment,2
192106,N,,Y,House / apartment,3
207406,N,,Y,House / apartment,3
393509,Y,16.0,Y,House / apartment,2
311795,Y,4.0,Y,House / apartment,2
293667,N,,Y,House / apartment,2
434272,N,,Y,House / apartment,2
331664,N,,N,House / apartment,3
289582,Y,17.0,Y,House / apartment,2
392110,Y,18.0,Y,House / apartment,2
443412,N,,Y,House / apartment,2
192405,Y,2.0,Y,House / apartment,1
111869,N,,Y,House / apartment,2
422453,Y,12.0,Y,House / apartment,2
340075,N,,Y,House / apartment,1
196151,N,,N,House / apartment,2
364023,N,,N,With parents,1
208332,Y,15.0,Y,House / apartment,2
146257,N,,Y,House / apartment,2
102485,Y,9.0,N,House / apartment,2
162744,Y,28.0,N,House / apartment,3
158914,Y,16.0,Y,House / apartment,2
349703,Y,38.0,Y,House / apartment,2
408047,Y,4.0,Y,House / apartment,2
205593,N,,Y,House / apartment,3
354945,N,,Y,House / apartment,1
127534,Y,7.0,Y,House / apartment,2
264614,Y,34.0,Y,House / apartment,3
181859,Y,4.0,N,House / apartment,2
222366,N,,N,House / apartment,2
447049,N,,Y,House / apartment,2
310931,Y,5.0,Y,Municipal apartment,2
339343,N,,N,House / apartment,3
132146,N,,Y,House / apartment,2
117233,Y,2.0,N,House / apartment,2
340171,N,,Y,House / apartment,2
264196,N,,Y,House / apartment,1
124894,N,,N,House / apartment,1
288862,N,,N,House / apartment,2
416068,Y,4.0,N,House / apartment,2
384479,N,,Y,House / apartment,2
294000,N,,Y,House / apartment,3
450140,N,,N,Municipal apartment,2
212578,N,,Y,House / apartment,2
235540,N,,Y,House / apartment,2
234921,N,,N,House / apartment,2
360361,N,,Y,House / apartment,2
455923,Y,9.0,N,With parents,2
215173,N,,Y,House / apartment,2
302366,N,,N,House / apartment,2
312221,N,,N,House / apartment,2
172931,N,,N,House / apartment,2
265449,N,,Y,House / apartment,2
277476,N,,Y,House / apartment,3
343855,N,,Y,House / apartment,3
363461,Y,4.0,N,House / apartment,2
163503,N,,Y,House / apartment,2
232805,N,,Y,House / apartment,2
162195,N,,N,House / apartment,3
234872,N,,N,House / apartment,2
336379,N,,Y,House / apartment,3
379522,Y,10.0,Y,House / apartment,2
233606,Y,10.0,N,House / apartment,1
313534,N,,Y,House / apartment,2
301030,Y,13.0,N,House / apartment,2
202886,N,,N,With parents,3
440687,Y,14.0,Y,House / apartment,3
229774,N,,Y,House / apartment,2
159778,Y,12.0,Y,House / apartment,3
432453,N,,Y,House / apartment,1
106587,Y,3.0,Y,House / apartment,3
103989,N,,Y,House / apartment,3
143747,Y,4.0,Y,House / apartment,2
122786,N,,Y,House / apartment,2
391699,Y,22.0,N,House / apartment,2
416775,Y,6.0,Y,House / apartment,2
425264,N,,Y,House / apartment,2
235105,Y,0.0,N,House / apartment,2
192165,N,,Y,House / apartment,3
340773,Y,6.0,Y,House / apartment,2
188472,N,,Y,House / apartment,3
219967,N,,N,House / apartment,2
111007,Y,16.0,Y,House / apartment,1
272695,N,,Y,Rented apartment,2
450215,Y,3.0,Y,House / apartment,2
263852,Y,1.0,Y,House / apartment,2
154250,N,,Y,House / apartment,2
157282,Y,8.0,Y,House / apartment,2
279490,Y,26.0,Y,House / apartment,2
320292,N,,Y,House / apartment,2
281015,Y,16.0,Y,House / apartment,3
432574,Y,6.0,N,With parents,2
452569,N,,Y,House / apartment,2
330842,N,,Y,House / apartment,2
127206,N,,Y,House / apartment,2
143761,N,,N,With parents,2
371002,N,,N,House / apartment,2
247848,Y,10.0,N,House / apartment,2
257757,Y,10.0,Y,House / apartment,3
277943,N,,N,House / apartment,2
209093,N,,Y,House / apartment,3
158297,N,,Y,House / apartment,3
256209,N,,Y,House / apartment,2
385998,Y,31.0,N,House / apartment,2
447132,N,,Y,House / apartment,2
208107,N,,Y,House / apartment,2
295032,N,,Y,House / apartment,2
140497,Y,15.0,Y,House / apartment,3
114041,Y,6.0,Y,With parents,2
106977,N,,Y,House / apartment,1
270758,Y,16.0,N,House / apartment,2
121253,N,,Y,House / apartment,2
192908,N,,N,With parents,2
171501,Y,7.0,N,House / apartment,2
327986,N,,Y,House / apartment,2
235114,N,,Y,House / apartment,2
375756,Y,4.0,Y,Rented apartment,2
236478,Y,8.0,N,House / apartment,2
146102,N,,Y,House / apartment,2
116274,Y,24.0,Y,House / apartment,2
433500,N,,Y,House / apartment,2
304575,N,,Y,Rented apartment,2
175595,Y,6.0,Y,House / apartment,2
453153,N,,Y,House / apartment,2
404737,Y,17.0,Y,House / apartment,1
256245,Y,12.0,N,House / apartment,2
347011,N,,Y,House / apartment,2
348457,Y,15.0,Y,House / apartment,2
151830,Y,18.0,N,House / apartment,2
220817,Y,8.0,Y,Rented apartment,3
377570,N,,Y,House / apartment,1
312261,N,,Y,House / apartment,2
375727,N,,Y,House / apartment,1
311894,N,,N,House / apartment,2
339637,N,,Y,With parents,2
111929,Y,0.0,N,House / apartment,2
304034,N,,Y,House / apartment,2
303361,N,,Y,House / apartment,2
229440,Y,4.0,N,House / apartment,3
338700,Y,4.0,N,Office apartment,1
176298,N,,N,House / apartment,2
255749,N,,Y,House / apartment,2
158532,N,,Y,House / apartment,2
151387,N,,N,Office apartment,1
179842,Y,15.0,Y,House / apartment,3
183567,N,,N,House / apartment,2
270261,N,,Y,House / apartment,1
186018,N,,Y,House / apartment,2
237195,N,,Y,Rented apartment,3
149943,N,,Y,House / apartment,2
391596,N,,N,House / apartment,2
340932,Y,3.0,Y,House / apartment,2
216524,N,,Y,House / apartment,3
199199,Y,9.0,Y,House / apartment,2
422073,N,,Y,House / apartment,2
445528,Y,9.0,Y,House / apartment,2
274327,N,,Y,House / apartment,2
154072,N,,N,House / apartment,2
198268,N,,Y,House / apartment,2
157882,N,,Y,House / apartment,2
193412,Y,4.0,N,House / apartment,2
377152,Y,12.0,N,House / apartment,2
170445,N,,Y,House / apartment,2
249711,N,,N,House / apartment,1
183747,Y,4.0,Y,House / apartment,2
415990,N,,Y,House / apartment,2
218617,Y,6.0,Y,House / apartment,2
181533,N,,Y,House / apartment,3
109356,Y,10.0,Y,House / apartment,2
369555,N,,Y,House / apartment,2
283376,N,,N,House / apartment,2
273221,N,,Y,House / apartment,1
191870,N,,Y,House / apartment,1
185396,N,,Y,House / apartment,2
257411,N,,Y,House / apartment,2
180753,Y,17.0,Y,With parents,2
439312,N,,Y,House / apartment,2
238208,Y,7.0,Y,House / apartment,2
293095,N,,N,House / apartment,2
289857,N,,Y,House / apartment,2
377697,N,,N,Municipal apartment,2
417399,Y,6.0,Y,House / apartment,2
441642,N,,Y,House / apartment,2
142936,Y,12.0,Y,House / apartment,2
268051,N,,N,Rented apartment,2
236314,Y,64.0,Y,House / apartment,2
279066,N,,N,House / apartment,2
202137,Y,4.0,Y,House / apartment,2
100769,N,,Y,House / apartment,2
444230,Y,34.0,N,Office apartment,2
292602,Y,6.0,Y,House / apartment,1
422094,Y,16.0,Y,House / apartment,1
327044,N,,N,House / apartment,2
435796,Y,12.0,Y,House / apartment,2
264438,Y,3.0,N,House / apartment,2
419397,Y,20.0,N,With parents,2
222528,N,,N,House / apartment,2
281879,N,,N,House / apartment,2
374065,N,,Y,With parents,2
279973,N,,Y,House / apartment,2
334681,N,,Y,House / apartment,2
328365,N,,Y,House / apartment,2
438723,N,,Y,House / apartment,2
145934,N,,Y,House / apartment,2
349464,N,,Y,House / apartment,2
359217,Y,11.0,Y,House / apartment,2
405856,N,,N,House / apartment,2
239684,Y,6.0,N,House / apartment,2
232109,N,,Y,House / apartment,2
273006,N,,N,House / apartment,2
194562,Y,1.0,Y,House / apartment,2
129179,Y,9.0,Y,House / apartment,2
422598,Y,10.0,Y,House / apartment,2
252852,Y,2.0,N,House / apartment,2
251398,Y,19.0,Y,House / apartment,2
373405,N,,N,With parents,2
313029,N,,Y,House / apartment,2
105130,N,,Y,House / apartment,2
172423,N,,N,House / apartment,3
239484,Y,7.0,N,With parents,2
342445,N,,Y,House / apartment,2
143711,Y,10.0,Y,House / apartment,2
322605,Y,6.0,Y,House / apartment,2
185421,N,,Y,House / apartment,2
435993,N,,Y,House / apartment,2
324974,N,,N,Municipal apartment,2
268202,N,,N,House / apartment,3
139424,N,,N,House / apartment,2
186032,N,,N,Municipal apartment,2
150922,Y,3.0,Y,House / apartment,3
326487,N,,Y,House / apartment,2
220879,Y,0.0,Y,House / apartment,2
263831,Y,9.0,Y,House / apartment,2
150791,N,,Y,House / apartment,2
153523,Y,14.0,N,With parents,2
165916,N,,Y,House / apartment,1
208899,N,,Y,House / apartment,2
360371,Y,12.0,N,House / apartment,3
446852,N,,Y,House / apartment,2
351101,N,,Y,House / apartment,3
395901,N,,Y,House / apartment,3
348619,N,,Y,House / apartment,2
197922,N,,Y,House / apartment,2
411891,N,,Y,House / apartment,2
371975,N,,N,With parents,2
319975,N,,N,House / apartment,2
164066,N,,N,Rented apartment,3
440185,N,,N,House / apartment,3
397960,N,,Y,House / apartment,2
175147,Y,5.0,Y,House / apartment,2
234898,N,,Y,House / apartment,2
454543,N,,N,House / apartment,2
106836,N,,Y,House / apartment,2
444628,N,,N,House / apartment,2
207547,N,,Y,House / apartment,2
101639,Y,4.0,Y,House / apartment,2
376672,Y,7.0,Y,House / apartment,2
412350,Y,14.0,Y,House / apartment,2
362521,Y,10.0,Y,House / apartment,2
413785,N,,Y,House / apartment,2
174276,N,,Y,House / apartment,2
355306,N,,Y,House / apartment,2
280236,Y,11.0,Y,House / apartment,2
443828,N,,Y,House / apartment,2
349698,N,,Y,House / apartment,2
250251,N,,Y,House / apartment,2
405796,N,,Y,House / apartment,2
138201,N,,Y,House / apartment,2
223677,Y,11.0,Y,House / apartment,2
449913,N,,N,House / apartment,2
162465,N,,Y,House / apartment,3
337919,Y,3.0,N,House / apartment,2
235763,N,,Y,House / apartment,2
281655,Y,1.0,Y,House / apartment,2
279362,N,,N,House / apartment,2
234997,Y,27.0,N,House / apartment,3
260827,N,,Y,House / apartment,2
184923,N,,Y,House / apartment,3
353552,N,,Y,House / apartment,3
161223,N,,N,House / apartment,2
361633,N,,Y,House / apartment,2
376168,N,,Y,House / apartment,2
295665,N,,N,House / apartment,1
406958,Y,7.0,Y,House / apartment,2
112489,N,,N,House / apartment,2
349487,Y,8.0,Y,House / apartment,1
196159,Y,14.0,Y,House / apartment,1
136768,N,,Y,House / apartment,2
399544,N,,Y,House / apartment,2
273854,Y,1.0,N,House / apartment,1
262013,N,,Y,House / apartment,2
206146,N,,Y,House / apartment,2
114214,N,,Y,House / apartment,3
151670,N,,Y,House / apartment,1
206405,N,,Y,Municipal apartment,2
308616,Y,5.0,Y,House / apartment,2
139229,N,,Y,House / apartment,2
362669,N,,Y,House / apartment,1
163624,Y,1.0,Y,House / apartment,2
378602,N,,Y,House / apartment,2
106615,N,,Y,House / apartment,2
162850,Y,8.0,Y,House / apartment,2
332045,N,,N,House / apartment,2
442388,Y,3.0,Y,House / apartment,2
356387,N,,N,House / apartment,2
123137,N,,N,House / apartment,2
292934,N,,Y,House / apartment,2
289132,N,,Y,House / apartment,2
436400,N,,Y,House / apartment,2
273382,Y,2.0,Y,House / apartment,2
264702,Y,12.0,Y,House / apartment,2
280232,N,,Y,House / apartment,2
153728,N,,Y,House / apartment,2
170404,N,,N,House / apartment,2
323637,Y,19.0,Y,House / apartment,2
274144,N,,Y,House / apartment,3
186519,Y,65.0,Y,House / apartment,1
347029,N,,Y,House / apartment,2
235127,N,,Y,House / apartment,3
322450,N,,Y,House / apartment,1
439646,N,,N,House / apartment,2
303048,Y,20.0,N,House / apartment,2
132794,Y,8.0,N,House / apartment,3
217061,Y,16.0,Y,House / apartment,3
143928,N,,Y,House / apartment,2
378228,N,,Y,House / apartment,3
425258,N,,N,With parents,2
237508,N,,N,House / apartment,2
223977,Y,16.0,Y,House / apartment,3
401587,Y,11.0,N,House / apartment,2
395219,Y,9.0,Y,House / apartment,2
116688,N,,N,House / apartment,3
219046,N,,N,House / apartment,2
126796,N,,Y,House / apartment,2
343507,N,,Y,With parents,2
200138,N,,Y,House / apartment,3
426805,N,,Y,House / apartment,2
331234,N,,Y,Office apartment,2
450016,N,,Y,House / apartment,3
337452,N,,N,Municipal apartment,3
433946,Y,37.0,N,Municipal apartment,1
118233,Y,6.0,Y,House / apartment,2
243652,Y,7.0,Y,House / apartment,2
278908,N,,Y,House / apartment,2
258830,N,,Y,House / apartment,2
330393,N,,Y,House / apartment,2
398066,Y,2.0,N,House / apartment,2
335529,Y,6.0,N,House / apartment,2
218184,N,,Y,House / apartment,2
178730,Y,16.0,Y,House / apartment,3
250763,N,,Y,House / apartment,2
171870,N,,Y,House / apartment,2
396257,N,,Y,House / apartment,1
209076,N,,Y,House / apartment,2
118527,Y,10.0,N,Municipal apartment,1
224127,N,,Y,House / apartment,3
285737,N,,N,House / apartment,3
296343,N,,Y,House / apartment,2
284685,Y,2.0,Y,House / apartment,1
341306,Y,22.0,Y,House / apartment,2
433856,N,,N,Municipal apartment,1
235882,N,,Y,House / apartment,2
135227,Y,11.0,N,House / apartment,3
311334,Y,1.0,Y,House / apartment,2
207820,N,,Y,House / apartment,1
340673,N,,Y,House / apartment,3
445162,N,,N,Municipal apartment,1
158136,N,,N,House / apartment,2
186902,N,,Y,House / apartment,2
306131,Y,17.0,Y,House / apartment,2
210680,Y,6.0,N,With parents,1
222880,Y,13.0,N,With parents,2
147281,N,,Y,House / apartment,2
331810,Y,1.0,Y,House / apartment,3
275381,N,,Y,Rented apartment,2
249556,N,,N,House / apartment,2
167777,Y,9.0,Y,House / apartment,3
228582,Y,9.0,Y,House / apartment,3
203180,Y,3.0,Y,House / apartment,2
236282,Y,6.0,N,House / apartment,2
243495,N,,Y,House / apartment,2
221188,N,,Y,Municipal apartment,3
450170,N,,Y,House / apartment,2
111466,N,,Y,House / apartment,3
158346,Y,4.0,Y,House / apartment,2
227377,N,,N,House / apartment,2
307619,Y,12.0,N,House / apartment,2
381803,Y,2.0,Y,House / apartment,2
334136,N,,Y,House / apartment,2
301800,Y,8.0,Y,House / apartment,2
346767,N,,N,House / apartment,3
297024,N,,N,House / apartment,2
332562,Y,2.0,Y,House / apartment,2
270963,Y,13.0,Y,House / apartment,2
366687,Y,3.0,N,House / apartment,2
453631,N,,N,House / apartment,2
185580,Y,34.0,N,Municipal apartment,2
419845,N,,Y,House / apartment,1
317680,N,,N,With parents,2
208223,Y,10.0,N,House / apartment,2
398379,Y,14.0,Y,House / apartment,2
284425,Y,7.0,Y,House / apartment,2
186986,N,,Y,House / apartment,2
144776,Y,6.0,Y,House / apartment,2
152003,Y,65.0,Y,House / apartment,2
262359,N,,Y,House / apartment,2
290667,N,,Y,House / apartment,2
209475,Y,5.0,Y,House / apartment,2
439254,N,,Y,House / apartment,3
297086,N,,Y,House / apartment,1
203556,N,,Y,House / apartment,2
136728,N,,N,House / apartment,1
278322,Y,7.0,N,House / apartment,3
407029,Y,9.0,Y,With parents,3
262500,N,,N,House / apartment,3
276801,Y,7.0,N,House / apartment,1
355230,N,,N,House / apartment,2
165389,Y,15.0,Y,House / apartment,2
297846,N,,Y,With parents,2
428374,Y,19.0,N,Rented apartment,3
104555,N,,Y,House / apartment,2
358794,N,,Y,House / apartment,3
187706,N,,Y,House / apartment,1
271816,N,,N,House / apartment,3
449723,N,,Y,Municipal apartment,2
253677,N,,Y,House / apartment,1
357922,N,,Y,House / apartment,3
438176,N,,Y,House / apartment,2
204513,N,,N,House / apartment,1
452533,Y,16.0,Y,House / apartment,2
375423,Y,19.0,Y,House / apartment,3
320533,Y,4.0,Y,House / apartment,3
184883,Y,12.0,Y,House / apartment,2
367924,Y,64.0,N,House / apartment,2
